DRGDefinition,ProviderName,ProviderCity,ZipCode,RefRegion,Discharges ,AvgCoveredCharges,AvgTotPayments,AvgMedicarePayment
684 - RENAL FAILURE W/O CC/MCC,VALLEY MEDICAL CENTER,RENTON,98055,WA - Seattle,12,17605.41,5049.75,4111.75
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,VALLEY MEDICAL CENTER,RENTON,98055,WA - Seattle,33,26454.78,9145.33,8226.9
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,VALLEY MEDICAL CENTER,RENTON,98055,WA - Seattle,108,16898.55,6033.82,4957.43
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,VALLEY MEDICAL CENTER,RENTON,98055,WA - Seattle,13,41392.38,14869.84,10533.84
699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,VALLEY MEDICAL CENTER,RENTON,98055,WA - Seattle,15,18285.86,7524.2,7000.2
812 - RED BLOOD CELL DISORDERS W/O MCC,VALLEY MEDICAL CENTER,RENTON,98055,WA - Seattle,36,13431.22,6139.75,5019.77
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,VALLEY MEDICAL CENTER,RENTON,98055,WA - Seattle,21,102211.71,38670.76,34507.71
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,VALLEY MEDICAL CENTER,RENTON,98055,WA - Seattle,136,50530.27,16055.78,13650.91
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,VALLEY MEDICAL CENTER,RENTON,98055,WA - Seattle,38,23956.5,8429.23,7432.78
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,VALLEY MEDICAL CENTER,RENTON,98055,WA - Seattle,12,15164,4966.25,4119.91
917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,VALLEY MEDICAL CENTER,RENTON,98055,WA - Seattle,11,21444.18,11057.09,10239.63
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,VALLEY MEDICAL CENTER,RENTON,98055,WA - Seattle,18,14673.11,4796.66,4237.77
948 - SIGNS & SYMPTOMS W/O MCC,VALLEY MEDICAL CENTER,RENTON,98055,WA - Seattle,31,17054.93,5261.06,4217.61
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,VIRGINIA MASON MEDICAL CENTER,SEATTLE,98111,WA - Seattle,18,16989.61,8133.77,6392.94
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,SWEDISH MEDICAL CENTER/CHERRY HILL,SEATTLE,98122,WA - Seattle,22,31339.68,6977.45,6261.45
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,SWEDISH MEDICAL CENTER,SEATTLE,98122,WA - Seattle,19,33870.47,8902.84,6056.15
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,NORTHWEST HOSPITAL,SEATTLE,98133,WA - Seattle,12,22727.41,5777.91,5025.91
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,SWEDISH MEDICAL CENTER/CHERRY HILL,SEATTLE,98122,WA - Seattle,12,25762.91,6162.83,5487.58
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,HARBORVIEW MEDICAL CENTER,SEATTLE,98104,WA - Seattle,14,17115.92,9183.57,8379.57
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,NORTHWEST HOSPITAL,SEATTLE,98133,WA - Seattle,46,39993.1,11848.78,10509.28
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,VIRGINIA MASON MEDICAL CENTER,SEATTLE,98111,WA - Seattle,14,20770.21,14022,13063.14
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,UNIVERSITY OF WASHINGTON MEDICAL CTR,SEATTLE,98195,WA - Seattle,11,42946.18,21010.81,19984.63
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,SWEDISH MEDICAL CENTER/CHERRY HILL,SEATTLE,98122,WA - Seattle,101,61456.05,12939.76,11813.09
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,HARBORVIEW MEDICAL CENTER,SEATTLE,98104,WA - Seattle,96,56460.11,21363.6,20118.82
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,NORTHWEST HOSPITAL,SEATTLE,98133,WA - Seattle,58,31093.44,7264.55,6297.51
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,VIRGINIA MASON MEDICAL CENTER,SEATTLE,98111,WA - Seattle,30,21636.13,9922.33,9101.76
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,SWEDISH MEDICAL CENTER/CHERRY HILL,SEATTLE,98122,WA - Seattle,139,37913.61,8059.94,6662.7
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,HARBORVIEW MEDICAL CENTER,SEATTLE,98104,WA - Seattle,66,40721.71,14440.13,11679.43
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,NORTHWEST HOSPITAL,SEATTLE,98133,WA - Seattle,31,24822.48,5396.03,3763.96
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,VIRGINIA MASON MEDICAL CENTER,SEATTLE,98111,WA - Seattle,18,12944.83,6681.5,5211.55
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,SWEDISH MEDICAL CENTER/CHERRY HILL,SEATTLE,98122,WA - Seattle,101,29987.77,5720.48,4519.44
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,HARBORVIEW MEDICAL CENTER,SEATTLE,98104,WA - Seattle,38,27231.1,8344.76,7102.26
069 - TRANSIENT ISCHEMIA,NORTHWEST HOSPITAL,SEATTLE,98133,WA - Seattle,16,31170.37,4590.37,3814.12
069 - TRANSIENT ISCHEMIA,SWEDISH MEDICAL CENTER/CHERRY HILL,SEATTLE,98122,WA - Seattle,37,24160.08,5001.94,4066.48
069 - TRANSIENT ISCHEMIA,HARBORVIEW MEDICAL CENTER,SEATTLE,98104,WA - Seattle,17,18530.41,7044.47,6058.82
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,VIRGINIA MASON MEDICAL CENTER,SEATTLE,98111,WA - Seattle,11,16152.27,7673.18,6955.72
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,SWEDISH MEDICAL CENTER,SEATTLE,98122,WA - Seattle,11,37474.72,6406.81,5617.27
101 - SEIZURES W/O MCC,NORTHWEST HOSPITAL,SEATTLE,98133,WA - Seattle,11,19290.54,4786.18,3860
101 - SEIZURES W/O MCC,SWEDISH MEDICAL CENTER/CHERRY HILL,SEATTLE,98122,WA - Seattle,44,32466.86,5567.5,4001.11
101 - SEIZURES W/O MCC,HARBORVIEW MEDICAL CENTER,SEATTLE,98104,WA - Seattle,82,19680.02,8129.17,6141.01
149 - DYSEQUILIBRIUM,SWEDISH MEDICAL CENTER/CHERRY HILL,SEATTLE,98122,WA - Seattle,12,21356.75,4380.5,3445.16
176 - PULMONARY EMBOLISM W/O MCC,NORTHWEST HOSPITAL,SEATTLE,98133,WA - Seattle,17,22927.94,6758.35,5598.88
176 - PULMONARY EMBOLISM W/O MCC,VIRGINIA MASON MEDICAL CENTER,SEATTLE,98111,WA - Seattle,17,13011.17,8266.82,6495.64
176 - PULMONARY EMBOLISM W/O MCC,UNIVERSITY OF WASHINGTON MEDICAL CTR,SEATTLE,98195,WA - Seattle,21,16698.38,11378.47,10787.04
176 - PULMONARY EMBOLISM W/O MCC,SWEDISH MEDICAL CENTER,SEATTLE,98122,WA - Seattle,28,29784.35,8059.78,6776.14
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,NORTHWEST HOSPITAL,SEATTLE,98133,WA - Seattle,32,45135.18,12823.46,12018.84
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,VIRGINIA MASON MEDICAL CENTER,SEATTLE,98111,WA - Seattle,18,40554.38,17884.5,17070.55
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,UNIVERSITY OF WASHINGTON MEDICAL CTR,SEATTLE,98195,WA - Seattle,21,36695.14,23219.28,22578.52
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,SWEDISH MEDICAL CENTER,SEATTLE,98122,WA - Seattle,44,60947.47,14451.27,13710.27
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,HARBORVIEW MEDICAL CENTER,SEATTLE,98104,WA - Seattle,14,29965.42,18823.92,17939.07
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,NORTHWEST HOSPITAL,SEATTLE,98133,WA - Seattle,36,33720.05,9708.5,8801.05
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,VIRGINIA MASON MEDICAL CENTER,SEATTLE,98111,WA - Seattle,24,18652.75,11360.75,10517.08
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,UNIVERSITY OF WASHINGTON MEDICAL CTR,SEATTLE,98195,WA - Seattle,20,20314.95,15246.6,14459
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,SWEDISH MEDICAL CENTER,SEATTLE,98122,WA - Seattle,31,39649.29,10482.22,9212.48
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,HARBORVIEW MEDICAL CENTER,SEATTLE,98104,WA - Seattle,17,20641.52,12801.94,12078.88
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,NORTHWEST HOSPITAL,SEATTLE,98133,WA - Seattle,25,41431.12,8717.2,7997.84
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,VIRGINIA MASON MEDICAL CENTER,SEATTLE,98111,WA - Seattle,22,30910.9,14403.59,12073.18
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,UNIVERSITY OF WASHINGTON MEDICAL CTR,SEATTLE,98195,WA - Seattle,17,26193.82,13621.94,13022.64
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,SWEDISH MEDICAL CENTER/CHERRY HILL,SEATTLE,98122,WA - Seattle,21,42281.95,9931.9,8223.76
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,SWEDISH MEDICAL CENTER,SEATTLE,98122,WA - Seattle,77,42188.4,10404.64,9662.71
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,HARBORVIEW MEDICAL CENTER,SEATTLE,98104,WA - Seattle,14,29789.42,13213.14,12591.57
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,NORTHWEST HOSPITAL,SEATTLE,98133,WA - Seattle,27,22367.29,7454.51,6618.37
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,VIRGINIA MASON MEDICAL CENTER,SEATTLE,98111,WA - Seattle,15,15873.06,9447.26,8474.73
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,UNIVERSITY OF WASHINGTON MEDICAL CTR,SEATTLE,98195,WA - Seattle,14,20548.71,13221.92,11207.14
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,SWEDISH MEDICAL CENTER,SEATTLE,98122,WA - Seattle,41,41311.8,8698.02,7985.63
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,HARBORVIEW MEDICAL CENTER,SEATTLE,98104,WA - Seattle,31,17725.54,11284.22,10486.03
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NORTHWEST HOSPITAL,SEATTLE,98133,WA - Seattle,19,20114.63,6116.31,5171.47
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,VIRGINIA MASON MEDICAL CENTER,SEATTLE,98111,WA - Seattle,25,13418,7490.92,6722.44
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,SWEDISH MEDICAL CENTER,SEATTLE,98122,WA - Seattle,58,23490.24,7409.68,5850.94
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,HARBORVIEW MEDICAL CENTER,SEATTLE,98104,WA - Seattle,23,13082.43,9352.21,8573.08
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NORTHWEST HOSPITAL,SEATTLE,98133,WA - Seattle,17,18541.41,4535.05,3604.7
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,SWEDISH MEDICAL CENTER,SEATTLE,98122,WA - Seattle,37,20943.27,5358.21,4366.54
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,HARBORVIEW MEDICAL CENTER,SEATTLE,98104,WA - Seattle,15,8769.2,6859.4,6337.53
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,NORTHWEST HOSPITAL,SEATTLE,98133,WA - Seattle,38,31533.07,9185.76,8331.13
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,VIRGINIA MASON MEDICAL CENTER,SEATTLE,98111,WA - Seattle,30,18787.03,11765.83,10428.13
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,UNIVERSITY OF WASHINGTON MEDICAL CTR,SEATTLE,98195,WA - Seattle,22,26964.86,16378.13,15815.04
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,SWEDISH MEDICAL CENTER,SEATTLE,98122,WA - Seattle,87,38980.96,10741.03,9707.35
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,HARBORVIEW MEDICAL CENTER,SEATTLE,98104,WA - Seattle,29,27166.17,14501.31,13645.86
194 - SIMPLE PNEUMONIA & PLEURISY W CC,NORTHWEST HOSPITAL,SEATTLE,98133,WA - Seattle,64,22174.85,6391.62,5335.82
194 - SIMPLE PNEUMONIA & PLEURISY W CC,VIRGINIA MASON MEDICAL CENTER,SEATTLE,98111,WA - Seattle,82,13878.15,8202.76,7181.58
194 - SIMPLE PNEUMONIA & PLEURISY W CC,UNIVERSITY OF WASHINGTON MEDICAL CTR,SEATTLE,98195,WA - Seattle,40,19435.95,10981.75,9883.05
194 - SIMPLE PNEUMONIA & PLEURISY W CC,SWEDISH MEDICAL CENTER,SEATTLE,98122,WA - Seattle,159,31175.8,7881.5,6672.43
194 - SIMPLE PNEUMONIA & PLEURISY W CC,HARBORVIEW MEDICAL CENTER,SEATTLE,98104,WA - Seattle,33,14476.12,9756.9,8772.78
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,NORTHWEST HOSPITAL,SEATTLE,98133,WA - Seattle,16,17855.81,4994.68,2977.81
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,VIRGINIA MASON MEDICAL CENTER,SEATTLE,98111,WA - Seattle,14,8259.57,5825.5,4776.64
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,SWEDISH MEDICAL CENTER,SEATTLE,98122,WA - Seattle,34,17977.14,5280.94,4167.11
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,HARBORVIEW MEDICAL CENTER,SEATTLE,98104,WA - Seattle,18,12555.72,6855.72,5978.83
202 - BRONCHITIS & ASTHMA W CC/MCC,SWEDISH MEDICAL CENTER,SEATTLE,98122,WA - Seattle,13,30853.15,6239,5462.69
203 - BRONCHITIS & ASTHMA W/O CC/MCC,SWEDISH MEDICAL CENTER,SEATTLE,98122,WA - Seattle,12,13448.58,4510.25,3669.25
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,UNIVERSITY OF WASHINGTON MEDICAL CTR,SEATTLE,98195,WA - Seattle,13,162314.46,75182.07,58741.38
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,SWEDISH MEDICAL CENTER,SEATTLE,98122,WA - Seattle,19,195557.1,49775.63,41588.47
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,NORTHWEST HOSPITAL,SEATTLE,98133,WA - Seattle,22,60010.63,14682.81,13402.27
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,VIRGINIA MASON MEDICAL CENTER,SEATTLE,98111,WA - Seattle,22,58239.68,22566.13,21714.09
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,UNIVERSITY OF WASHINGTON MEDICAL CTR,SEATTLE,98195,WA - Seattle,26,59356,28066.84,27459.76
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,SWEDISH MEDICAL CENTER/CHERRY HILL,SEATTLE,98122,WA - Seattle,17,71578.29,16202.58,15411.05
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,SWEDISH MEDICAL CENTER,SEATTLE,98122,WA - Seattle,23,80701.65,18731.08,16737.6
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,HARBORVIEW MEDICAL CENTER,SEATTLE,98104,WA - Seattle,37,48917.45,22296,21324.72
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,NORTHWEST HOSPITAL,SEATTLE,98133,WA - Seattle,16,80599.06,19355.87,18304.62
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,VIRGINIA MASON MEDICAL CENTER,SEATTLE,98111,WA - Seattle,14,51342.21,23282.28,22170.85
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,SWEDISH MEDICAL CENTER/CHERRY HILL,SEATTLE,98122,WA - Seattle,44,157274.04,26987.13,26193.95
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,SWEDISH MEDICAL CENTER,SEATTLE,98122,WA - Seattle,21,141942.95,26322,23799.85
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,HARBORVIEW MEDICAL CENTER,SEATTLE,98104,WA - Seattle,42,94862.33,30693.42,28358.42
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,VIRGINIA MASON MEDICAL CENTER,SEATTLE,98111,WA - Seattle,13,60018.15,20504.53,19648.53
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,UNIVERSITY OF WASHINGTON MEDICAL CTR,SEATTLE,98195,WA - Seattle,12,48991.08,26964,24165.5
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,SWEDISH MEDICAL CENTER/CHERRY HILL,SEATTLE,98122,WA - Seattle,24,76692.54,18014.2,17407.66
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,NORTHWEST HOSPITAL,SEATTLE,98133,WA - Seattle,16,45795.31,12805.93,11677.93
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,SWEDISH MEDICAL CENTER/CHERRY HILL,SEATTLE,98122,WA - Seattle,32,55134.9,14713.71,12249.5
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,NORTHWEST HOSPITAL,SEATTLE,98133,WA - Seattle,16,81193.18,19960,19327.25
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,VIRGINIA MASON MEDICAL CENTER,SEATTLE,98111,WA - Seattle,15,54576.6,23950,23126.26
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,SWEDISH MEDICAL CENTER/CHERRY HILL,SEATTLE,98122,WA - Seattle,34,134138.55,25028.52,23024.14
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,NORTHWEST HOSPITAL,SEATTLE,98133,WA - Seattle,28,57448.6,12788.25,10482.21
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,VIRGINIA MASON MEDICAL CENTER,SEATTLE,98111,WA - Seattle,44,45198.15,18167.95,12941.54
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,UNIVERSITY OF WASHINGTON MEDICAL CTR,SEATTLE,98195,WA - Seattle,15,55063.6,19966.66,18992
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,SWEDISH MEDICAL CENTER/CHERRY HILL,SEATTLE,98122,WA - Seattle,113,85300.06,14260.46,12387.61
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,SWEDISH MEDICAL CENTER/CHERRY HILL,SEATTLE,98122,WA - Seattle,30,77250.76,12850.13,11195.53
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,VIRGINIA MASON MEDICAL CENTER,SEATTLE,98111,WA - Seattle,22,50538.54,14735.77,13918.31
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,UNIVERSITY OF WASHINGTON MEDICAL CTR,SEATTLE,98195,WA - Seattle,36,68540.38,21870.02,18391.3
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,SWEDISH MEDICAL CENTER/CHERRY HILL,SEATTLE,98122,WA - Seattle,24,75153.2,13113.5,12365.5
252 - OTHER VASCULAR PROCEDURES W MCC,VIRGINIA MASON MEDICAL CENTER,SEATTLE,98111,WA - Seattle,22,56923.77,27621.09,23361
252 - OTHER VASCULAR PROCEDURES W MCC,SWEDISH MEDICAL CENTER/CHERRY HILL,SEATTLE,98122,WA - Seattle,43,145649.18,30094.3,28612.09
252 - OTHER VASCULAR PROCEDURES W MCC,SWEDISH MEDICAL CENTER,SEATTLE,98122,WA - Seattle,27,89668.62,22416.92,21683.07
252 - OTHER VASCULAR PROCEDURES W MCC,HARBORVIEW MEDICAL CENTER,SEATTLE,98104,WA - Seattle,16,79218.62,32293.12,31662.43
253 - OTHER VASCULAR PROCEDURES W CC,VIRGINIA MASON MEDICAL CENTER,SEATTLE,98111,WA - Seattle,19,41962.47,20213.47,16817.21
253 - OTHER VASCULAR PROCEDURES W CC,SWEDISH MEDICAL CENTER/CHERRY HILL,SEATTLE,98122,WA - Seattle,45,105020.44,17504.93,16678.35
253 - OTHER VASCULAR PROCEDURES W CC,SWEDISH MEDICAL CENTER,SEATTLE,98122,WA - Seattle,20,73196.1,20341.4,14291.15
253 - OTHER VASCULAR PROCEDURES W CC,HARBORVIEW MEDICAL CENTER,SEATTLE,98104,WA - Seattle,14,74780.64,25482.28,24597.5
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,SWEDISH MEDICAL CENTER/CHERRY HILL,SEATTLE,98122,WA - Seattle,23,98613.52,15480.69,13796.6
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,SWEDISH MEDICAL CENTER,SEATTLE,98122,WA - Seattle,38,57848.1,12609.68,10680.94
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",NORTHWEST HOSPITAL,SEATTLE,98133,WA - Seattle,18,40029.83,13294.11,10009.88
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",SWEDISH MEDICAL CENTER/CHERRY HILL,SEATTLE,98122,WA - Seattle,25,65194.92,12992.88,12205.64
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",NORTHWEST HOSPITAL,SEATTLE,98133,WA - Seattle,11,25939.45,7870.45,5979.36
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",VIRGINIA MASON MEDICAL CENTER,SEATTLE,98111,WA - Seattle,15,15811.6,9457.86,8487.46
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",SWEDISH MEDICAL CENTER/CHERRY HILL,SEATTLE,98122,WA - Seattle,18,42961.44,8650.83,6876.05
"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",VIRGINIA MASON MEDICAL CENTER,SEATTLE,98111,WA - Seattle,13,38196,17702.23,15102.46
"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",UNIVERSITY OF WASHINGTON MEDICAL CTR,SEATTLE,98195,WA - Seattle,28,70151.14,29762.17,25412.32
"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",SWEDISH MEDICAL CENTER/CHERRY HILL,SEATTLE,98122,WA - Seattle,16,68118,13942.31,13309.56
"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",HARBORVIEW MEDICAL CENTER,SEATTLE,98104,WA - Seattle,12,47270.33,19035.25,18283.25
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",NORTHWEST HOSPITAL,SEATTLE,98133,WA - Seattle,17,38471.29,7305.64,6449.41
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",VIRGINIA MASON MEDICAL CENTER,SEATTLE,98111,WA - Seattle,36,20426.41,9488.41,7160.66
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",UNIVERSITY OF WASHINGTON MEDICAL CTR,SEATTLE,98195,WA - Seattle,44,41425.65,15543.02,12754.25
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",SWEDISH MEDICAL CENTER/CHERRY HILL,SEATTLE,98122,WA - Seattle,81,48540.54,7801.66,6515.79
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",HARBORVIEW MEDICAL CENTER,SEATTLE,98104,WA - Seattle,13,31594,10459.38,9598.46
291 - HEART FAILURE & SHOCK W MCC,NORTHWEST HOSPITAL,SEATTLE,98133,WA - Seattle,48,41553.22,10476.22,8006.77
291 - HEART FAILURE & SHOCK W MCC,VIRGINIA MASON MEDICAL CENTER,SEATTLE,98111,WA - Seattle,45,25361.62,12473.4,11929.11
291 - HEART FAILURE & SHOCK W MCC,UNIVERSITY OF WASHINGTON MEDICAL CTR,SEATTLE,98195,WA - Seattle,22,32578.4,17000.31,16284.31
291 - HEART FAILURE & SHOCK W MCC,SWEDISH MEDICAL CENTER/CHERRY HILL,SEATTLE,98122,WA - Seattle,68,44714.42,9765.23,9057.33
291 - HEART FAILURE & SHOCK W MCC,SWEDISH MEDICAL CENTER,SEATTLE,98122,WA - Seattle,53,45937.77,10924,9956.64
291 - HEART FAILURE & SHOCK W MCC,HARBORVIEW MEDICAL CENTER,SEATTLE,98104,WA - Seattle,30,26749.66,14542.5,13236.56
292 - HEART FAILURE & SHOCK W CC,NORTHWEST HOSPITAL,SEATTLE,98133,WA - Seattle,79,26612.4,6532.31,5521.29
292 - HEART FAILURE & SHOCK W CC,VIRGINIA MASON MEDICAL CENTER,SEATTLE,98111,WA - Seattle,86,18307.76,8678.02,7865.72
292 - HEART FAILURE & SHOCK W CC,UNIVERSITY OF WASHINGTON MEDICAL CTR,SEATTLE,98195,WA - Seattle,72,19064.47,12462.48,10158.87
292 - HEART FAILURE & SHOCK W CC,SWEDISH MEDICAL CENTER/CHERRY HILL,SEATTLE,98122,WA - Seattle,109,36114.2,7120.01,6552.33
292 - HEART FAILURE & SHOCK W CC,SWEDISH MEDICAL CENTER,SEATTLE,98122,WA - Seattle,77,33794.28,7482.36,6739.25
292 - HEART FAILURE & SHOCK W CC,HARBORVIEW MEDICAL CENTER,SEATTLE,98104,WA - Seattle,38,18368.92,10006.28,9288.1
293 - HEART FAILURE & SHOCK W/O CC/MCC,NORTHWEST HOSPITAL,SEATTLE,98133,WA - Seattle,43,20312.2,4301.97,3410.62
293 - HEART FAILURE & SHOCK W/O CC/MCC,UNIVERSITY OF WASHINGTON MEDICAL CTR,SEATTLE,98195,WA - Seattle,17,13535.76,7760.29,6970.64
293 - HEART FAILURE & SHOCK W/O CC/MCC,SWEDISH MEDICAL CENTER/CHERRY HILL,SEATTLE,98122,WA - Seattle,63,23424.42,4718.36,4029.23
